Timestamp for sample frequency every 1 min,Temperature (°C),Relative Humidity (%)
2025-09-12 07:55:00,13.7750,82.9825
2025-09-12 07:56:00,13.7650,83.1000
2025-09-12 07:57:00,13.7975,83.0700
2025-09-12 07:58:00,13.8950,82.7450
2025-09-12 07:59:00,13.8675,82.9450
2025-09-12 08:00:00,13.8425,82.9900
2025-09-12 08:01:00,13.8400,83.0375
2025-09-12 08:02:00,13.8325,82.9675
2025-09-12 08:03:00,13.8025,83.1375
2025-09-12 08:04:00,13.7950,82.9500
2025-09-12 08:05:00,13.7675,83.2025
2025-09-12 08:06:00,13.7750,83.2700
2025-09-12 08:07:00,13.7900,83.3300
2025-09-12 08:08:00,13.7650,83.3075
2025-09-12 08:09:00,13.7675,83.3450
2025-09-12 08:10:00,13.7800,83.2950
2025-09-12 08:11:00,13.7475,83.5125
2025-09-12 08:12:00,13.7425,83.5450
2025-09-12 08:13:00,13.7475,83.3425
2025-09-12 08:14:00,13.7550,83.5650
2025-09-12 08:15:00,13.7650,83.5475
2025-09-12 08:16:00,13.7575,83.6350
2025-09-12 08:17:00,13.7550,83.6150
2025-09-12 08:18:00,13.7600,83.7925
2025-09-12 08:19:00,13.7725,83.7625
2025-09-12 08:20:00,13.7900,84.0050
2025-09-12 08:21:00,13.7775,83.9000
2025-09-12 08:22:00,13.7950,83.9525
2025-09-12 08:23:00,13.7825,84.0675
2025-09-12 08:24:00,13.8000,83.8600
2025-09-12 08:25:00,13.8050,83.9400
2025-09-12 08:26:00,13.7800,84.2050
2025-09-12 08:27:00,13.7850,84.1175
2025-09-12 08:28:00,13.7775,84.2275
2025-09-12 08:29:00,13.7750,84.0300
2025-09-12 08:30:00,13.7950,83.9450
2025-09-12 08:31:00,13.7750,84.2550
2025-09-12 08:32:00,13.7575,84.2350
2025-09-12 08:33:00,13.7850,84.1950
2025-09-12 08:34:00,13.7775,84.1075
2025-09-12 08:35:00,13.8025,84.1325
2025-09-12 08:36:00,13.7800,84.4300
2025-09-12 08:37:00,13.7925,84.4450
2025-09-12 08:38:00,13.7875,84.1450
2025-09-12 08:39:00,13.7925,84.1875
2025-09-12 08:40:00,13.7800,84.3700
2025-09-12 08:41:00,13.8025,84.3850
2025-09-12 08:42:00,13.7800,84.2750
2025-09-12 08:43:00,13.7875,84.3700
2025-09-12 08:44:00,13.8050,84.3550
2025-09-12 08:45:00,13.7850,84.1950
2025-09-12 08:46:00,13.7750,84.1350
2025-09-12 08:47:00,13.7800,84.4125
2025-09-12 08:48:00,13.7650,84.3925
2025-09-12 08:49:00,13.7675,84.4375
2025-09-12 08:50:00,13.7625,84.4025
2025-09-12 08:51:00,13.7750,84.4000
2025-09-12 08:52:00,13.7750,84.3725
2025-09-12 08:53:00,13.7900,84.1625
